"id","name","url","address","facility_type","license_type","capacity","ages"
102,"AlphaBEST at T. Clay Wood Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41245;search_require_client_code-2106=1;search_require_client_code-2101=1","10600 Kettle Run RoadNOKESVILLE, VA  20181","Child Day Center","Two Year","75","5 years-12 years11 months"
103,"AlphaBEST at Triangle Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41242;search_require_client_code-2106=1;search_require_client_code-2101=1","3615 Lions Field RoadTRIANGLE, VA  22172","Child Day Center","Two Year","75","5 years-12 years11 months"
104,"AlphaBEST at Tyler Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41257;search_require_client_code-2106=1;search_require_client_code-2101=1","14500 John Marshall HighwayGAINESVILLE, VA  20155","Child Day Center","Two Year","75","5 years-12 years11 months"
105,"AlphaBEST at Vaughan Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41288;search_require_client_code-2106=1;search_require_client_code-2101=1","2200 York DriveWOODBRIDGE, VA  22191","Child Day Center","Two Year","75","5 years-12 years11 months"
106,"AlphaBEST at Victory Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41262;search_require_client_code-2106=1;search_require_client_code-2101=1","12001 Tygart DriveBRISTOW, VA  20136","Child Day Center","Two Year","105","5 years-12 years11 months"
107,"AlphaBEST at Weems Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41383;search_require_client_code-2106=1;search_require_client_code-2101=1","8750 Weems RoadMANASSAS, VA  20110","Child Day Center","Two Year","45","5 years-12 years11 months"
108,"AlphaBEST at Westridge Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41278;search_require_client_code-2106=1;search_require_client_code-2101=1","12400 Knightsbridge DriveWOODBRIDGE, VA  22192","Child Day Center","Two Year","57","5 years-12 years11 months"
109,"AlphaBEST at Wilson Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42243;search_require_client_code-2106=1;search_require_client_code-2101=1","5710 Liberty Hill CourtWOODBRIDGE, VA  22193","Child Day Center","Two Year","130","5 years-12 years11 months"
110,"AlphaBEST at Woodbridge Middle","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41285;search_require_client_code-2106=1;search_require_client_code-2101=1","2201 York DriveWOODBRIDGE, VA  22191","Child Day Center","Two Year","25","10 years-12 years11 months"
111,"AlphaBest at Alexander Henderson Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41243;search_require_client_code-2106=1;search_require_client_code-2101=1","3799 Waterway DriveDUMFRIES, VA  22025","Child Day Center","Two Year","75","5 years-12 years11 months"
112,"AlphaBest at Antietam Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41283;search_require_client_code-2106=1;search_require_client_code-2101=1","12000 Antietam RoadWOODBRIDGE, VA  22192","Child Day Center","Two Year","75","5 years-12 years11 months"
113,"AlphaBest at Ashland Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41293;search_require_client_code-2106=1;search_require_client_code-2101=1","15300 Bowmans Folly DriveMANASSAS, VA  20112","Child Day Center","Two Year","105","5 years-12 years11 months"
114,"AlphaBest at Bel Air Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41302;search_require_client_code-2106=1;search_require_client_code-2101=1","14151 Ferndale RoadWOODBRIDGE, VA  22193","Child Day Center","Two Year","50","5 years-12 years11 months"
115,"AlphaBest at Bristow Run Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41260;search_require_client_code-2106=1;search_require_client_code-2101=1","8990 Worthington DriveBRISTOW, VA  20136","Child Day Center","Two Year","105","5 years-12 years11 months"
116,"AlphaBest at Minnieville Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41268;search_require_client_code-2106=1;search_require_client_code-2101=1","13639 Greenwood DriveWOODBRIDGE, VA  22193","Child Day Center","Two Year","50","5 years-12 years11 months"
117,"AlphaBest at Mountain View Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41250;search_require_client_code-2106=1;search_require_client_code-2101=1","5600 McLeod WayHAYMARKET, VA  20169","Child Day Center","Two Year","75","5 years-12 years11 months"
118,"AlphaBest at Mullen Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41233;search_require_client_code-2106=1;search_require_client_code-2101=1","8000 Rodes DriveMANASSAS, VA  20109","Child Day Center","Two Year","75","5 years-12 years11 months"
119,"AlphaBest at Rosa Parks Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41289;search_require_client_code-2106=1;search_require_client_code-2101=1","13446 Princedale DriveWOODBRIDGE, VA  22193","Child Day Center","Two Year","75","5 years-12 years11 months"
120,"AlphaBest at Springwoods Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41276;search_require_client_code-2106=1;search_require_client_code-2101=1","3815 Marquis PlaceWOODBRIDGE, VA  22192","Child Day Center","Two Year","75","5 years-12 years11 months"
121,"AlphaBest at Sudley Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41270;search_require_client_code-2106=1;search_require_client_code-2101=1","9744 Copeland DriveMANASSAS, VA  20109","Child Day Center","Two Year","75","5 years-12 years11 months"
122,"AlphaBest at Yorkshire Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41325;search_require_client_code-2106=1;search_require_client_code-2101=1","7610 Old Centerville RoadMANASSAS, VA  20110","Child Day Center","Two Year","75","5 years-12 years11 months"
123,"Alphabet Soup Childcare Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42719;search_require_client_code-2106=1;search_require_client_code-2101=1","478-B Wythe Creek RoadPOQUOSON, VA  23662","Child Day Center","Two Year","57","1 month-12 years11 months"
124,"Alston\'s Village Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43709;search_require_client_code-2106=1;search_require_client_code-2101=1","927 Aberdeen RoadHAMPTON, VA  23666","Child Day Center","Two Year","15","4 years-12 years11 months"
125,"Alston\'s Village Learning Center LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39450;search_require_client_code-2106=1;search_require_client_code-2101=1","923 Aberdeen RoadHAMPTON, VA  23666","Child Day Center","Two Year","43","1 month-12 years11 months"
126,"Altavista Area YMCA Disc. PL-Gretna","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24156;search_require_client_code-2106=1;search_require_client_code-2101=1","302 Franklin Blvd.GRETNA, VA  24557","Child Day Center","Two Year","35","4 years-12 years11 months"
127,"Altavista Area YMCA Disc. PL-Rustburg","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24155;search_require_client_code-2106=1;search_require_client_code-2101=1","25 Webb\'s Way DriveRustburg Elementary SchoolRUSTBURG, VA  24588","Child Day Center","Two Year","75","4 years-12 years11 months"
128,"Altavista Area YMCA Discovery Place- Concord","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11659;search_require_client_code-2106=1;search_require_client_code-2101=1","9339 Village HighwayConcord ElementaryCONCORD, VA  24538","Child Day Center","Two Year","75","4 years-12 years11 months"
129,"Altavista YMCA Disc. PL-Leesville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11660;search_require_client_code-2106=1;search_require_client_code-2101=1"," Leesville Elementary25 Lewis WayLYNCHBURG, VA  24502","Child Day Center","Two Year","128","4 years-12 years11 months"
130,"Altavista YMCA Disc. PL-Tomahawk","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11655;search_require_client_code-2106=1;search_require_client_code-2101=1"," Tomahawk Elementary155 Bee DriveLYNCHBURG, VA  24502","Child Day Center","Two Year","125","4 years-12 years11 months"
131,"Altavista YMCA Disc. PL-Yellow Branch","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11658;search_require_client_code-2106=1;search_require_client_code-2101=1","377 Dennis Riddle DriveYellow Branch Elementary SchoolRUSTBURG, VA  24588","Child Day Center","Two Year","121","4 years-12 years11 months"
132,"Amanda\'s Development Child Care, LLC.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=27697;search_require_client_code-2106=1;search_require_client_code-2101=1","2004 Wickham AvenueNEWPORT NEWS, VA  23607","Child Day Center","Two Year","40","2 years6 months-12 years11 months"
133,"Amberley Child Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40702;search_require_client_code-2106=1;search_require_client_code-2101=1","1547 & 1543 Amberley Forest RoadVIRGINIA BEACH, VA  23453","Child Day Center","Two Year","74","1 month-12 years11 months"
134,"Amelia Educational Foundation","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40660;search_require_client_code-2106=1;search_require_client_code-2101=1","8741 N. Five Forks RoadAMELIA, VA  23002","Child Day Center","Two Year","40","3 years-6 years11 months"
135,"Amelon Early Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23080;search_require_client_code-2106=1;search_require_client_code-2101=1","621 Dillard RoadMADISON HEIGHTS, VA  24572","Child Day Center","Two Year","139","Birth-12 years11 months"
136,"AmeriKIDS Preschool, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15563;search_require_client_code-2106=1;search_require_client_code-2101=1","8620 North Five Forks RoadAMELIA, VA  23002","Child Day Center","Two Year","88","1 year4 months-12 years11 months"
137,"AmeriKIDS Preschool, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24258;search_require_client_code-2106=1;search_require_client_code-2101=1","8721 North Five Forks RoadAMELIA, VA  23002","Child Day Center","Two Year","60","4 years8 months-12 years11 months"
138,"American Day School #1","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=33720;search_require_client_code-2106=1;search_require_client_code-2101=1","917 Princess StreetALEXANDRIA, VA  22314","Child Day Center","Two Year","99","1 year4 months-6 years11 months"
139,"American Day School #2","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35687;search_require_client_code-2106=1;search_require_client_code-2101=1","501 N. Henry StreetALEXANDRIA, VA  22314","Child Day Center","Two Year","28","2 months-18 months"
140,"American Day School #3","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38885;search_require_client_code-2106=1;search_require_client_code-2101=1","1108 Oronoco StreetALEXANDRIA, VA  22314","Child Day Center","Two Year","62","16 months-5 years11 months"
141,"Amherst Presbyterian Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23750;search_require_client_code-2106=1;search_require_client_code-2101=1","163 Second StreetAMHERST, VA  24521","Child Day Center","Two Year","41","1 year4 months-5 years11 months"
142,"Ana\'s Kids","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40472;search_require_client_code-2106=1;search_require_client_code-2101=1","2201 & 2205 S. Fern StreetARLINGTON, VA  22202","Child Day Center","Two Year","43","1 month-5 years11 months"
143,"Andy Taylor Center for Early Childhood Development","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43989;search_require_client_code-2106=1;search_require_client_code-2101=1","213 Fourth StreetFARMVILLE, VA  23901","Child Day Center","Conditional","72","2 years6 months-5 years11 months"
144,"Angel\'s Korner Day Care & Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11374;search_require_client_code-2106=1;search_require_client_code-2101=1","517 Braxton RoadFRONT ROYAL, VA  22630","Child Day Center","Two Year","100","Birth-12 years11 months"
145,"Angel\'s Korner Day Care & Learning Center #2","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15879;search_require_client_code-2106=1;search_require_client_code-2101=1","621 & 633 N. Commerce AvenueFRONT ROYAL, VA  22630","Child Day Center","Two Year","99","1 month-12 years11 months"
146,"Angel\'s Place Daycare Center II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39820;search_require_client_code-2106=1;search_require_client_code-2101=1","9573 Shore DriveSuite ANORFOLK, VA  23518","Child Day Center","Two Year","156","1 month-12 years11 months"
147,"Angelles Place Childcare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39386;search_require_client_code-2106=1;search_require_client_code-2101=1","3907 Hershberger Road NWROANOKE, VA  24017","Child Day Center","Provisional","64","1 month-12 years11 months"
148,"Angels Keepers","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39247;search_require_client_code-2106=1;search_require_client_code-2101=1","329 Kellam RoadVIRGINIA BEACH, VA  23462","Child Day Center","Two Year","29","2 years-12 years"
149,"Angels Place Daycare Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43729;search_require_client_code-2106=1;search_require_client_code-2101=1","8132 Shore DriveNORFOLK, VA  23518","Child Day Center","Conditional","66","2 years6 months-12 years"
150,"Angels at Play","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32781;search_require_client_code-2106=1;search_require_client_code-2101=1","5810 Boydton Plank RoadNORTH DINWIDDIE, VA  23803","Child Day Center","Two Year","147","1 month-12 years11 months"
151,"Animated Child, Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39708;search_require_client_code-2106=1;search_require_client_code-2101=1","5167 Waterway DriveDUMFRIES, VA  22025","Child Day Center","Provisional","50","2 years-12 years11 months"
152,"Annandale Children\'s Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29376;search_require_client_code-2106=1;search_require_client_code-2101=1","7100 Columbia PikeANNANDALE, VA  22003","Child Day Center","Two Year","80","Birth-12 years11 months"
153,"Annandale Play-Care Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18934;search_require_client_code-2106=1;search_require_client_code-2101=1","5100-A Ravensworth RoadANNANDALE, VA  22003","Child Day Center","One Year","90","2 years-12 years11 months"
154,"Annandale Preschool Association","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14485;search_require_client_code-2106=1;search_require_client_code-2101=1","8410 Little River TurnpikeANNANDALE, VA  22003","Child Day Center","Two Year","50","23 months-5 years11 months"
155,"Annandale United Methodist Weekday Preschool & Early Learning","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42682;search_require_client_code-2106=1;search_require_client_code-2101=1","6935 Columbia PikeANNANDALE, VA  22003","Child Day Center","Two Year","168","1 year-5 years11 months"
156,"Apostles Preshool and Childcare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25142;search_require_client_code-2106=1;search_require_client_code-2101=1","304 Newberry DriveCHESAPEAKE, VA  23322","Child Day Center","Two Year","210","1 month-12 years11 months"
